username, created_at, lng, lat, text
lexamaureen_, Fri Jan 29 20:44:22 +0000 2021, -84.266174, 30.476216, I get so aggravated when I call somebody and they don’t pick up the phone 
CTDOT_Statewide, Fri Jan 29 20:44:22 +0000 2021, -73.357895, 41.423676, Cleared: Road Work - NEWTOWN #I84 East at Exit 9 (RTE 25) at 1/29/2021 3:44:11 PM 
irangarcianlmb, Fri Jan 29 20:44:21 +0000 2021, -114.572356, 35.115325, Missing the river so had to stop by https://t.co/anOvNMEjeL 
RichBoy_44, Fri Jan 29 20:44:22 +0000 2021, -119.782465, 36.786042, GREEEEEEEEEEN 🤑 
CTDOT_Statewide, Fri Jan 29 20:44:22 +0000 2021, -72.763905, 41.536187, Cleared: Road Work - MERIDEN #I91 North at Exit 18 (RTE 66 EB) at 1/29/2021 3:44:11 PM 
NedaNews8, Fri Jan 29 20:44:22 +0000 2021, -117.104989, 32.810012, @brockseeman For the record, I only took one sip out of three of the beers for this segment. Later that day, when I… https://t.co/reGxqkIpoN 
drjeanslyons, Fri Jan 29 20:44:22 +0000 2021, -76.507809, 37.090301, Do what you have to do but remember when they go low we go high. We know he Cruz is a thug. Watch your back 
BluezBayouz, Fri Jan 29 20:44:22 +0000 2021, -93.208902, 30.331407, @KamalaHarris WHY DO YOU continue to speak as if there are NO black or brown successful people in America? It infur… https://t.co/nZVdpxnjhK 
adrian_benfield, Fri Jan 29 20:44:22 +0000 2021, -96.725003, 17.090319, @Pharmaguru1 @OaxOutOfContext @Satancin @memocrata @gatobscuro Una empanadita de san Antonino 
HklberryTwist, Fri Jan 29 20:44:22 +0000 2021, -86.250343, 39.788285, @GOPLeader Of course. Been waiting. The archaic bag of tricks contains the old kryptonite dog whistle! My, what big… https://t.co/7CQEpBU7Qq 
ariieevanitii, Fri Jan 29 20:44:22 +0000 2021, -117.104989, 32.810012, HOUSTON IS THE MOVE 😩 
JoeyNoodlez, Fri Jan 29 20:44:22 +0000 2021, -75.226986, 43.119680, 1 year out. Going strong.💪 https://t.co/9ET4wkxKs8 
Jake_Douglas9, Fri Jan 29 20:44:22 +0000 2021, -117.320879, 33.226316, @jonathanhimple Good shit boi 
MichaelBorzillo, Fri Jan 29 20:44:22 +0000 2021, -80.121529, 26.840806, @NickTurturro1 @PissedOffDr 
PartyPrat, Fri Jan 29 20:44:22 +0000 2021, -123.123581, 49.257639, @magnapannocchia Oh my god haha 
ilove_libertine, Fri Jan 29 20:44:22 +0000 2021, -118.313634, 34.090732, our hand printed “Kandi Chintz” cotton suit- based on a 17th Indian print made for the English market- your Spring/… https://t.co/I96TVFqVmB 
jeanster3, Fri Jan 29 20:44:23 +0000 2021, -80.093180, 26.456148, @WBGboodles 😂😂😂😂 
BluezBayouz, Fri Jan 29 20:44:23 +0000 2021, -93.208902, 30.331407, ... And too bad there is no vaccine for stupidity either ... 
_shekinahn, Fri Jan 29 20:44:23 +0000 2021, -77.960181, 35.382522, This lady doing my hair and I do not think I’m going to like it and it’s coming out as soon as I get home 🤦🏾‍♀️😭 
MostChose, Fri Jan 29 20:44:23 +0000 2021, -89.922029, 35.133521, Women will post something for a reaction like they didn’t want those same reactions... 😂 
bmilluhhhh, Fri Jan 29 20:44:23 +0000 2021, -77.438513, 38.841163, @Kofie Mans has a stutter 🤦‍♂️ 
CraigColgan, Fri Jan 29 20:44:23 +0000 2021, -77.101999, 38.880845, 👇 
JAH674, Fri Jan 29 20:44:23 +0000 2021, -121.469664, 38.561722, I listened to 115 from CoD and that shit's still a banger. Makes me want to play zombies... but I don't because I A… https://t.co/j5JGEBG8dQ 
AshleyKings_, Fri Jan 29 20:44:23 +0000 2021, -100.076888, 31.168893, Every day I keep reading new things about Spider-Man 3 &amp; let me tell y’all... I can’t wait 😭 
meggofrank, Fri Jan 29 20:44:24 +0000 2021, -84.433106, 33.767195, @mollsbakes That there sounds like a you problem. 🤣😘 
juancabarron, Fri Jan 29 20:44:24 +0000 2021, -100.270474, 25.736715, Pretty please🥺 https://t.co/GNDBG6GsXT 
WinstonDeGres, Fri Jan 29 20:44:24 +0000 2021, -75.800141, 45.248791, This would be the worse choice and beyond laughable. We all know why.https://t.co/fhRZtxMEgQ 
notthefakecole, Fri Jan 29 20:44:24 +0000 2021, -93.809434, 32.461107, All this is missing is the Howard Dean shriek at the end! 
Fury7v7, Fri Jan 29 20:44:24 +0000 2021, -95.446486, 29.838495, @jakelangi 
odragp7, Fri Jan 29 20:44:24 +0000 2021, -90.224221, 15.772468, Un proceso más logrado hermano 🥺😢Con satisfacción que lo logre, pero siempre con sentimientos encontrados por el trasfondo del caso. 
tmj_PA_facmgmt, Fri Jan 29 20:44:24 +0000 2021, -75.128506, 40.178442, Kelly Services is hiring in Horsham, PA! Click the link in our bio to apply: Project Manager (in Real World Value &amp;… https://t.co/w2gYdd6t1y 
tmj_usa_sales, Fri Jan 29 20:44:25 +0000 2021, -88.372826, 39.483090, Want to land a job like "Sales Associate" at Dollar Tree? Applicant tracking systems look for specific keywords. Us… https://t.co/ij83RPOPT0 
tabartis, Fri Jan 29 20:44:24 +0000 2021, -118.235241, 34.228876, https://t.co/x65R728yxL 
ocmdhuk, Fri Jan 29 20:44:25 +0000 2021, -79.420865, 38.003376, @NeilHartmanTV We just corresponded about him!  Very sorry for your loss abs I’ll never forget the laughs when he w… https://t.co/du7F9sYoKa 
718Shaun, Fri Jan 29 20:44:25 +0000 2021, -80.846785, 35.209059, “We’re going to bring Nikki Beach to Dallas.” https://t.co/vg2qu3qlJs 
Macflyy1000, Fri Jan 29 20:44:25 +0000 2021, -118.411907, 34.020789, @happypikachuu https://t.co/LPRd63Q0Gi 
TmjAtlHealthWlf, Fri Jan 29 20:44:25 +0000 2021, -84.352644, 33.986570, Sunrise Senior Living is hiring in #SandySprings, GA! Click the link in our bio to apply: 012021 Part-Time-C.N.A -M… https://t.co/nknmZveEyD 
tmj_CHH_schn, Fri Jan 29 20:44:25 +0000 2021, -83.017962, 40.093119, If jobs with titles like "Manager, Warehouse Operations" sound appealing to you, follow us to hear about these type… https://t.co/tlMbFuZd5M 
tilyoucollapse, Fri Jan 29 20:44:25 +0000 2021, -121.215158, 38.805445, @__chady__ is looking amazing in our effortless jade leggings and the matching dreamy crop tank. This beautiful, br… https://t.co/uuJUiNUnLS 
FaveEngineerJen, Fri Jan 29 20:44:25 +0000 2021, -80.846785, 35.209059, 🌚🌚 
A_weevil, Fri Jan 29 20:44:25 +0000 2021, -90.696841, 35.828626, YARDI Gras! 
ForgivenJ7, Fri Jan 29 20:44:25 +0000 2021, -115.223125, 36.232915, @Nihill76 Ah hell nah 
magiandangumaga, Fri Jan 29 20:44:25 +0000 2021, -113.492617, 53.555819, @jichooo23 dang it maison 
blk_dahlia2, Fri Jan 29 20:44:25 +0000 2021, -122.330602, 47.614817, @JV_Baz @DavePerrino @Dinagmail7 @mtgreenee @CoriBush You’ll survive her raising her voice. Y’all love trying to ma… https://t.co/dGZNpBW9QF 
rhistraz, Fri Jan 29 20:44:25 +0000 2021, -96.696562, 40.803235, yeah i’m a gamer 😏 https://t.co/3C6CDehXJ7 
SDhandMD, Fri Jan 29 20:44:26 +0000 2021, -117.767354, 34.125771, @LessneVIR @KaremHarthMD @kush_r_desai @CHICKVIR @Watts_IR @kmadass @keithppereira @IR_Doctor @ABrandisMD… https://t.co/SBrT362B9W 
TylerTutt_12, Fri Jan 29 20:44:26 +0000 2021, -95.317040, 32.315662, Stock rises 100% every day headed towards an infinite money glitch squeeze....  ‘How could you believe that’s actua… https://t.co/wWpKvqM43E 
drphilgood68, Fri Jan 29 20:44:26 +0000 2021, -86.441236, 39.766555, Mike Wells Re Entry Round and Round Tevin Campbell 
tmj_NJ_pharm, Fri Jan 29 20:44:26 +0000 2021, -74.734759, 39.447474, Can you recommend anyone for this Pharmacy Technician - Retail Store job in #HamiltonTownship, NJ? Click the link i… https://t.co/nh37kBixA2 
DR_Scullawl, Fri Jan 29 20:44:26 +0000 2021, -95.913642, 36.109392, @aarongallegos39 Me too man me too! Thanks dawg! I love you! 
SerranoReyMiami, Fri Jan 29 20:44:26 +0000 2021, -80.369153, 25.825643, @stoolpresidente I am loving this, have to ad @MicroVision on this list 🚀🚀🚀🚀🚀💰💰💰💵💵💵@RobinhoodApp @bancodebarstool… https://t.co/U3K3G0uJ9k 
JunoSawayama, Fri Jan 29 20:44:26 +0000 2021, -73.849441, 40.850347, Tamisha is a fucking treasure 
alexanderavenue, Fri Jan 29 20:44:26 +0000 2021, -76.507809, 37.090301, 🗣 WILL I LOSE MY DIGNITY. WILL SOMEONE CAAAAAAAARRRRRREEEE. 
Mr_DaiN, Fri Jan 29 20:44:26 +0000 2021, -118.159729, 34.035297, @_wasabi504 “Oooh what chu making friend?” 
JessicaDayne, Fri Jan 29 20:44:26 +0000 2021, -94.498228, 37.096519, I’ve started playing dog sensory videos. Bear loves them. https://t.co/GWvO5A6ve0 
swagmoneymeggy, Fri Jan 29 20:44:26 +0000 2021, -77.604684, 41.117936, okay bestie!!! looking thick today!!! https://t.co/mQ2Kb8YjAJ 
madeinjapnn, Fri Jan 29 20:44:26 +0000 2021, -117.197082, 33.688047, https://t.co/hipJNdA5u1 
timpargett, Fri Jan 29 20:44:26 +0000 2021, -111.931711, 34.168253, @JustInCaseKate Good way to start rebuilding the American dream. If you make millions a year, why do they use any m… https://t.co/mfyZjEpT0n 
MichaelMaletta, Fri Jan 29 20:44:26 +0000 2021, -83.265121, 42.312628, @rosesnbloom1 Too funny 👍🏻😀 
tasha_slayss, Fri Jan 29 20:44:26 +0000 2021, -74.153947, 40.572376, I miss him 🥺🥺 
LifeofCelly_, Fri Jan 29 20:44:26 +0000 2021, -73.278146, 41.174649, That's my bestfriend 😋 
LoveLiveCreole, Fri Jan 29 20:44:26 +0000 2021, -90.178629, 30.001244, God sends people in your life for a reason 
Shayoly, Fri Jan 29 20:44:26 +0000 2021, -84.433106, 33.767195, Someone let me know how I’m suppose to buy a couch online and judge the comfy-ness... this is STRESS 
rraynewms, Fri Jan 29 20:44:26 +0000 2021, -89.876449, 32.571032, i randomly hold my breath throughout the day. call me crazy 
Meran_Ontop, Fri Jan 29 20:44:26 +0000 2021, -76.255686, 36.895082, Hate when I’m movin on the highway and a car gotta cut into the fast lane. 
cridge17, Fri Jan 29 20:44:27 +0000 2021, -123.458343, 48.464780, 🙋‍♂️ 
LTCavBaseball, Fri Jan 29 20:44:27 +0000 2021, -97.978221, 30.355857, Work is just beginning. Go Cavs! 
giavannamarieg, Fri Jan 29 20:44:27 +0000 2021, -75.320740, 43.075232, What’s better than a foot massage 
BamFr_, Fri Jan 29 20:44:27 +0000 2021, -83.804475, 27.698682, https://t.co/RXLE1m2DoM 
OfficialYBNorbs, Fri Jan 29 20:44:27 +0000 2021, -88.091180, 42.032345, I wonder who I’d be and where I’d be if COVID never ceased to exist. 
isbellalotempio, Fri Jan 29 20:44:27 +0000 2021, -78.871178, 42.965903, I just washed my hands that’s why they’re wet 
KellyLeeClark1, Fri Jan 29 20:44:27 +0000 2021, -118.351218, 33.833714, Kelly Lee Clark the water barrier https://t.co/Ra1QSYPNGm 
bitchlesseboy, Fri Jan 29 20:44:27 +0000 2021, -104.922093, 39.713563, @ZitoFN_ my @ is literally bitchless eboy 
FlickerGeorge, Fri Jan 29 20:44:27 +0000 2021, -113.492617, 53.555819, @MarieAllOverAg1 Chocolate Covered Strawberries 🍓 ❤️ 
GabeNiles, Fri Jan 29 20:44:27 +0000 2021, -76.255686, 36.895082, @sasharkk Uwu 
nerds_opinions, Fri Jan 29 20:44:27 +0000 2021, -122.868989, 42.343589, @emdaSOU @steveaustinBSR @TheRock @mattanthem87 @Becauseimtony Not at all, it's rapidly approaching and I need to t… https://t.co/FfWGOR2iUr 
dareal_gilbert, Fri Jan 29 20:44:27 +0000 2021, -100.076888, 31.168893, Finally came back negative, time to parri 
FineeeAssAna, Fri Jan 29 20:44:28 +0000 2021, -87.732013, 41.833585, Snowfall‼️ 
barbiebrox, Fri Jan 29 20:44:28 +0000 2021, -89.135170, 41.346671, @NYGovCuomo #COVID19 Every1 realizes that it's been very hard 2 control Covid for Seniors.The reason people bla… https://t.co/spmE3UlaKi 
contrasoos, Fri Jan 29 20:44:28 +0000 2021, -122.457596, 37.763775, X-ray time!  More surgery Tuesday!Yay!  Yay!  Yay!  😕😷 @ UCSF Medical Center https://t.co/gDtuigllS5 
staceyhopkinsga, Fri Jan 29 20:44:28 +0000 2021, -84.433106, 33.767195, @merewhiz29 Yeah, for me and a whole lotta people. 
AngieLoveWard, Fri Jan 29 20:44:28 +0000 2021, -97.558144, 35.569073, https://t.co/MwTRujpID4 
ThatDamn_Mesha, Fri Jan 29 20:44:28 +0000 2021, -82.442694, 27.996595, Finally ordered our Valentine’s Day matching pjs ☺️ I love having a daughter ❤️ 
JessMoralesGlez, Fri Jan 29 20:44:28 +0000 2021, -98.170973, 19.620821, Podré querer muchísimo a alguien pero jamás he rogado o le he hecho saber que lo extraño, no sé si sea defecto o vi… https://t.co/4ZHLKMWaFA 
MarioMerel1, Fri Jan 29 20:44:28 +0000 2021, -110.722327, 27.883699, Que perras ganas de ir a correr hasta la playa alv 
scottjblair, Fri Jan 29 20:44:28 +0000 2021, -117.782360, 33.689732, @RepChrisStewart Highest infant mortality rates in the modern world ... Indiana, USA. 
wesolley, Fri Jan 29 20:44:28 +0000 2021, -84.340338, 34.041212, Do really hairy people use shampoo on their whole body? 
csoy13, Fri Jan 29 20:44:28 +0000 2021, -79.420865, 38.003376, This opening for the new episode of #WandaVison https://t.co/u0HGbDaMwi 
AxelGBarrera, Fri Jan 29 20:44:28 +0000 2021, -99.391188, 19.641571, @Fabiyalv Azules 🤣 
LaneSupakWTBsb4, Fri Jan 29 20:44:28 +0000 2021, -97.935192, 29.895606, True Legend!! 
ma_de_la_lu, Fri Jan 29 20:44:28 +0000 2021, -98.787435, 19.468545, https://t.co/MJc8X5YL6F 
TommyLtrades, Fri Jan 29 20:44:29 +0000 2021, -96.835249, 33.150140, @WSBChairman $fubo is going crazy and is going to pop 
fpoom, Fri Jan 29 20:44:29 +0000 2021, -99.211511, 19.429935, @Alonsonsin Jajajajajaj 🤭 
ljcareyjr, Fri Jan 29 20:44:29 +0000 2021, -88.694928, 41.992502, @Jim_Jordan Keep fighting @Jim_Jordan 
rosscmary, Fri Jan 29 20:44:29 +0000 2021, -87.690207, 37.167224, Devilcrats are heartless Americans are starving no money to pay the bills with and Devilcrats have their own agenda… https://t.co/VtlIczzLzA 
bree_simien, Fri Jan 29 20:44:29 +0000 2021, -95.562444, 29.623472, Gucci on realist in it 
JoeyBraunwarth, Fri Jan 29 20:44:29 +0000 2021, -114.057000, 51.045000, High times w low rides 💚 (link in bio!)•••#songs #rapper #beats #piano #follow #drums #photography #drummer… https://t.co/b5rEtGMiP6 
giftfromvirgos, Fri Jan 29 20:44:29 +0000 2021, -87.732013, 41.833585, wandavision wa-wandavision 
MotherSquid, Fri Jan 29 20:44:30 +0000 2021, -83.804475, 27.698682, @_alicejay That wasn't daniel, it was his talking car... 
maddieenunn, Fri Jan 29 20:44:30 +0000 2021, -98.540651, 29.417501, hit my first bomb of the seasonnn!!yessirrrr🤩 
michaelis4real, Fri Jan 29 20:44:30 +0000 2021, -80.631132, 35.401981, No the patriots are not getting him lol 
sddphoto, Fri Jan 29 20:44:30 +0000 2021, -111.740890, 33.603910, Same in AZ. And numerous charter schools have gone under because the owners managers were crooks. 
kayangrum, Fri Jan 29 20:44:30 +0000 2021, -73.968542, 40.780709, @columbiaydsa @NBCNewYork @columbiastrike Hi! Thank you! Sending now. 
cas16574, Fri Jan 29 20:44:30 +0000 2021, -98.953457, 18.827419, @GlodeJo07 El bueno chayote le dicen 
MackinM1k3, Fri Jan 29 20:44:30 +0000 2021, -83.804475, 27.698682, @whaaduppitszaac That rascal 
wordcastLLC, Fri Jan 29 20:44:30 +0000 2021, -114.087851, 51.027664, @ericjwriting That combo of genre though 🔥 
patito_purific, Fri Jan 29 20:44:30 +0000 2021, -96.886083, 19.542054, Todo iba muy bien, mas gente se nos unía, mas clientes llegaban y nuestras ventas crecías, pero llega el famoso 202… https://t.co/RDo6oPCupR 
StayWreckn, Fri Jan 29 20:44:30 +0000 2021, -98.540651, 29.417501, &amp; my big boy is trying to hold his bottle already 😞 
CROOKEDH0USE, Fri Jan 29 20:44:30 +0000 2021, -122.279521, 37.875845, should i change my user to @CR00KEDH0USE or keep @CROOKEDH0USE 
CubicSnarkonia, Fri Jan 29 20:44:30 +0000 2021, -121.959531, 37.813777, Well...for me, I found a consenting partner and we just kinda did it @Nerdprincess80 ❤ 
adownie, Fri Jan 29 20:44:31 +0000 2021, -89.266508, 39.739300, I would just like to point out that my Orbital Ion Cannon is secular. 
RonaldDCuriel, Fri Jan 29 20:44:31 +0000 2021, -73.849441, 40.850347, #MarketingTwitter great podcast with @SMExaminer about Twitter new features and updates 
DonaldFR, Fri Jan 29 20:44:31 +0000 2021, -122.435979, 37.770657, @DellDurant4 @hknightsf From this I asssume you're volunteering your neighborhood for high rise construction to hou… https://t.co/0yhC5Qi9HI 
Modest_type, Fri Jan 29 20:44:31 +0000 2021, -84.388900, 33.756600, Just posted a photo @ Atlanta, Georgia https://t.co/A8Zfzmdy21 
ohhsooyouCookie, Fri Jan 29 20:44:31 +0000 2021, -81.705467, 41.495940, Hey ❤️ https://t.co/9keGZbeiPh 
AlwaysFaithful_, Fri Jan 29 20:44:31 +0000 2021, -79.861034, 35.170499, You gotta be a lame ass individual to be doing this 🙄🙄🙄 let these ladies do they thang 💯💯💯 
THCTucson, Fri Jan 29 20:44:32 +0000 2021, -110.970800, 32.219000, Just posted a photo @ Tucson, Arizona https://t.co/DlPhfrtMyQ 
palomasphora25, Fri Jan 29 20:44:32 +0000 2021, -98.736780, 20.121720, Acaba de publicar una foto en Pachuca De Soto, Hidalgo, Mexico https://t.co/bDIqVeGrbG 
thombowen, Fri Jan 29 20:44:32 +0000 2021, -77.014398, 38.898603, "I think when you begin to think of yourself as having achieved something, then there's nothing left for you to wor… https://t.co/J5j2R6WwyT 
RWoodward12, Fri Jan 29 20:44:32 +0000 2021, -123.122401, 44.065621, @heels_R_better Seconded. 
ProneDisimo, Fri Jan 29 20:44:32 +0000 2021, -74.162658, 40.792103, @racelyplays Lmao aight 
alejomalkum25, Fri Jan 29 20:44:32 +0000 2021, -80.249773, 26.270261, No fue en el Desayuno https://t.co/MTcVbB1JRF 
rivero_vic, Fri Jan 29 20:44:32 +0000 2021, -87.031665, 21.048719, @ChinitaShine85 @Oswaltol1 Y tu eres?🤔 
SMHillman, Fri Jan 29 20:44:33 +0000 2021, -73.968542, 40.780709, @NYGovCuomo GFY. And thank you for being the homicidal maniac you are. 
jbarajas28, Fri Jan 29 20:44:33 +0000 2021, -117.421380, 34.548619, @PullUpNMentionz I know I have 2,000 XRP units hopefully picks back up after the lawsuit 
97calbear, Fri Jan 29 20:44:33 +0000 2021, -118.411907, 34.020789, That moment When you go to get something out of the freezer for lunch and find out someone has taken it. https://t.co/MaXjh3xncF 
parah_robert, Fri Jan 29 20:44:33 +0000 2021, -72.451172, 43.871757, @Bitternumbr1 Haha 
kbrisyl, Fri Jan 29 20:44:33 +0000 2021, -84.763010, 33.379917, Each day take the time to reconnect and remember that you are important. 
royjuarezjr, Fri Jan 29 20:44:33 +0000 2021, -96.761753, 32.819858, As a business owner and people's livelihoods on my shoulders... the pressure is great, but I know I’m not the only… https://t.co/h7jdgWVbno 
nathangiambrone, Fri Jan 29 20:44:33 +0000 2021, -73.982069, 44.279586, 🏂 https://t.co/slStW74G9L 
SBbq45, Fri Jan 29 20:44:33 +0000 2021, -88.004700, 42.265100, Just posted a photo @ Mundelein, Illinois https://t.co/shQ38duJaM 
G2Gould, Fri Jan 29 20:44:33 +0000 2021, -122.170227, 37.425035, We demand that the alameda county DA @NancyOMalleyDA1 reopen the case of Anthony pirone’s involvment of the murder of Oscar Grant 
steelkittyprod1, Fri Jan 29 20:44:33 +0000 2021, -79.923773, 40.494196, https://t.co/qDLN1yMljI 
dominiquegonz13, Fri Jan 29 20:44:33 +0000 2021, -87.442915, 41.486272, My heart 🥰❤️ I LOVE YOU!!!!!!! 💍 😘 
Konz2624, Fri Jan 29 20:44:34 +0000 2021, -79.861034, 35.170499, @BeeepBeeep33 For real? 
SonicAlligatour, Fri Jan 29 20:44:34 +0000 2021, -87.732013, 41.833585, So last night I had a wild dream. My mom, @theironkurtain , and I went to a cafe in the country that @Dekkoparsnip2… https://t.co/nvd7J7o0Om 
MikkiLeo, Fri Jan 29 20:44:34 +0000 2021, -72.816802, 41.456581, https://t.co/gIm6vhWJ2A 
un_tal_Diego, Fri Jan 29 20:44:34 +0000 2021, -99.152340, 19.328383, Estaba viendo un tik Tik de unos hermanos y me acordé que yo no tengo. https://t.co/a5DlL2AN2m 
PeterJMarshall, Fri Jan 29 20:44:34 +0000 2021, -75.117998, 40.004866, fuck maybe it’s my Red era?? I’ll put together a press release 
daltonbaker03, Fri Jan 29 20:44:34 +0000 2021, -96.228684, 33.079531, https://t.co/2SyC12KTiz 
LogoDak, Fri Jan 29 20:44:34 +0000 2021, -81.807761, 26.361360, You got now i got next 
Sergaholic, Fri Jan 29 20:44:34 +0000 2021, -96.891739, 33.079014, Oh my GOD it’s like watching a train wreck 
LesliePMR_97, Fri Jan 29 20:44:34 +0000 2021, -86.243193, 15.201132, Yo y mi gran capacidad de quedarme dormida donde sea 😂 
WillieHazebotch, Fri Jan 29 20:44:34 +0000 2021, -122.228685, 37.791994, My brother in law got the covid vaccine but I don’t believe him because he didn’t let everyone know on Facebook 
moodav47, Fri Jan 29 20:44:34 +0000 2021, -86.791549, 36.200008, "Duh, which way did he go!"!😂 
lilliebankz, Fri Jan 29 20:44:34 +0000 2021, -95.422541, 29.156097, I need a concert in my life rn 
LoreleeAustin, Fri Jan 29 20:44:35 +0000 2021, -116.947883, 47.718905, @gwenstefani LOVE THAT SONG SO GD MUCH ♥️♥️♥️ 
mavagomez_, Fri Jan 29 20:44:35 +0000 2021, -118.411907, 34.020789, @acidtrezza I can bring him back to life 
SYDNEYVISION, Fri Jan 29 20:44:35 +0000 2021, -86.200135, 41.831327, @hexsimon @vizwandamaximof Instagram 
GeryLilah, Fri Jan 29 20:44:35 +0000 2021, -87.789901, 41.887130, New 135 1RM. Consistency is paying off. https://t.co/NQU4wlrW7b 
scottiev, Fri Jan 29 20:44:35 +0000 2021, -72.757385, 41.500753, Did not trade any of the 👿 stocks and still completely locked out of @RobinhoodApp Support is non-existent. This is… https://t.co/83jKSAso8j 
MrHydro210, Fri Jan 29 20:44:35 +0000 2021, -98.540651, 29.417501, @AwfulSer said he’s otw 
helvegr, Fri Jan 29 20:44:35 +0000 2021, -84.266174, 30.476216, @livefoodgirls @Kappa_Kappa Same 
_ThomasCntReed, Fri Jan 29 20:44:35 +0000 2021, -91.090800, 30.459100, Like come on bruh, that’s the last thing I wanna talk about 
BigFaceKev1, Fri Jan 29 20:44:35 +0000 2021, -122.096397, 47.992142, Under Stafford. Pause. No 1 wants that fat face in their grill. 
lady_steps, Fri Jan 29 20:44:35 +0000 2021, -123.123581, 49.257639, @MaiselTV me every single morning 👒🌼https://t.co/6Vh4IxutcE 
Fury7v7, Fri Jan 29 20:44:36 +0000 2021, -95.446486, 29.838495, @jakelangi 
luckyliss__, Fri Jan 29 20:44:36 +0000 2021, -104.789327, 38.888519, Okay update we’ve been texting &amp; as per usual I am her favorite child. 2nd place are the twins &amp; last is Thomas 😂 b… https://t.co/UbZWDZuQBl 
SteveYeagerNV, Fri Jan 29 20:44:36 +0000 2021, -117.022695, 38.502147, @ItsJustMarkNV @Apple @U2 I was very protective of mine. Probably the nicest thing I owned at the time. 
CoachAtkins_M, Fri Jan 29 20:44:36 +0000 2021, -80.360142, 33.848596, @CoachMaxie follow back coach? 
tmj_LAJ_cstsrv, Fri Jan 29 20:44:36 +0000 2021, -117.088596, 32.615374, If you're looking for work in #ChulaVista, CA, check out this job: https://t.co/cEinurMH7u #CustomerService 
DorothyCarlos3, Fri Jan 29 20:44:36 +0000 2021, -73.971880, 40.889550, @funder Definitely absolutely 100% 
TheAmyCathryn, Fri Jan 29 20:44:36 +0000 2021, -84.557760, 34.084570, Just posted a photo @ Forever And A Day https://t.co/0FdIsfcugU 
AdamAlfi, Fri Jan 29 20:44:36 +0000 2021, -75.386460, 39.145024, @SHAMITTHFC Possible?  Anything is possible. Something can always present itself...but...Likely?  No. I wouldn’t bet on it. At all 
OphCourse, Fri Jan 29 20:44:36 +0000 2021, -99.161481, 19.380613, @Hupple @FayerDev Me interesa mucho más el donde estábamos antes de venir acá 
FrancoDeChicago, Fri Jan 29 20:44:36 +0000 2021, -87.732013, 41.833585, @marleyschultz10 Welcome to the club! If only @JociMcHugh and @brikaleel could be in a chaotic state like us 😅 
baabiekaay, Fri Jan 29 20:44:36 +0000 2021, -100.076888, 31.168893, I literally love the support from my family 🥺💗 
SNess_Spanish, Fri Jan 29 20:44:36 +0000 2021, -81.244190, 33.985452, @SraCarter00 That’s awesome and hilarious!! 
btacsa, Fri Jan 29 20:44:36 +0000 2021, -118.194026, 33.938045, Wall Street vs Reddit 
RendellVal, Fri Jan 29 20:44:36 +0000 2021, -114.087851, 51.027664, Well said... 
giavannamarieg, Fri Jan 29 20:44:36 +0000 2021, -75.320740, 43.075232, Nothing 
RhodaWolle, Fri Jan 29 20:44:36 +0000 2021, -74.000761, 40.720756, 117 - Why Isn't My Teen Tired At Night?  https://t.co/vOOA1H7ukn 
Cativelense, Fri Jan 29 20:44:37 +0000 2021, -73.396371, 41.467370, Here we go again...#SportingCP#BasquetebolSCP 
Carmelitaaaaa__, Fri Jan 29 20:44:37 +0000 2021, -117.397616, 33.935822, Anyone you entertain after me will have to know me, in order to understand you .. 
CoachGatewood65, Fri Jan 29 20:44:37 +0000 2021, -102.344087, 31.873838, 😤😤😤 
ElTorti96, Fri Jan 29 20:44:37 +0000 2021, -101.340394, 20.673542, Ya págame maldita seg. 
CoryDiaz_TNS, Fri Jan 29 20:44:37 +0000 2021, -92.076701, 32.521243, Turf mission accomplished. #LATech 
buttzilla13, Fri Jan 29 20:44:37 +0000 2021, -110.044783, 46.679800, I may have a problem. https://t.co/308vdyKCbZ 
cassiidior, Fri Jan 29 20:44:37 +0000 2021, -84.315070, 33.874544, My bf take the worst pics of me 😒 really makes me upset 
Oarodriguez10, Fri Jan 29 20:44:37 +0000 2021, -80.369153, 25.825643, @eliggrs @valentinasunico Somos el gym y el ñam! ❤️😂 https://t.co/I97wAdubn8 
paigemillerr, Fri Jan 29 20:44:37 +0000 2021, -80.934422, 43.494636, Only a little bit of fun was had this afternoon. https://t.co/7RzwiK11Vw 
indicudgabe, Fri Jan 29 20:44:37 +0000 2021, -106.417430, 31.793368, @elonmusk NOK NOK 😂🚀 
NollisDewar, Fri Jan 29 20:44:37 +0000 2021, -118.411907, 34.020789, At home 🏡 
Fernand41295494, Fri Jan 29 20:44:37 +0000 2021, -106.908509, 28.767777, @_juanramon Excelente artículo, las pequeñas empresas son el verdadero motor de una economía global. El ser humano… https://t.co/qoCLwPXv2L 
FarmerNatural, Fri Jan 29 20:44:37 +0000 2021, -81.612910, 31.831760, New stuff! #meatsubstitute from. @alphafoods beefy crumbles in the freezer #nongmo @ Farmer's Natural Foods https://t.co/2sLBcwImXK 
QueenPeace2017, Fri Jan 29 20:44:37 +0000 2021, -84.433106, 33.767195, @RYP__ He’s a lunatic like trumpf—an abusive arrogant thug 
donwhigan, Fri Jan 29 20:44:37 +0000 2021, -117.022463, 32.633767, When it’s your classmate’s turn to speak during the group project presentation and they clearly didn’t contribute o… https://t.co/MHo00Rfbh5 
