username, created_at, lng, lat, text
blackandmild79, Fri Jan 29 20:44:38 +0000 2021, -74.773336, 40.216133, Quick trip to Philly and back 
RobertH78443973, Fri Jan 29 20:44:38 +0000 2021, -74.417965, 41.434106, @sexymomnextdoor @GracieLaw99 Got a delicious derriere for afternoon delight? 
yojojomo, Fri Jan 29 20:44:38 +0000 2021, -84.557263, 40.549587, @thehill I should care, why?🤨 
casta_dr, Fri Jan 29 20:44:38 +0000 2021, -100.776195, 20.910011, https://t.co/uG1dfgFdP1 
dblake963, Fri Jan 29 20:44:38 +0000 2021, -120.108808, 39.190894, “I’m too pretty to learn R” @em_w0907 
IamEppp, Fri Jan 29 20:44:38 +0000 2021, -83.173867, 32.678207, nah🥱 
VVStarrett, Fri Jan 29 20:44:38 +0000 2021, -117.022695, 38.502147, @barr_stool @newtgingrich Live your last name in your moniker.  Fits. 
LL21108983, Fri Jan 29 20:44:38 +0000 2021, -117.782360, 33.689732, @ihors3 @CNBC Wow !!! 
jlewie23, Fri Jan 29 20:44:38 +0000 2021, -77.066170, 39.058980, 😂😂😂 
sportspainter, Fri Jan 29 20:44:38 +0000 2021, -73.135176, 41.316085, @nytimes Love grape nuts with bananas. 
NolanJTierce, Fri Jan 29 20:44:38 +0000 2021, -77.620400, 43.155700, Throwback Friday on set of new horror film, coming soon, great times and great memories. @ Rochester, New York https://t.co/bbovhsBpeP 
LesaPamplin, Fri Jan 29 20:44:38 +0000 2021, -97.116784, 32.573549, @MWJ1231 @SashaBeauloux She couldn’t take that smoke.  All that faux crying she did with the Howard sweatshirt on a… https://t.co/fE7GeGWVDQ 
seterapia, Fri Jan 29 20:44:38 +0000 2021, -73.948775, 40.655138, A convertible is like a lady. Not everyone will get to ride her. https://t.co/01FFSczX0d 
FaveEngineerJen, Fri Jan 29 20:44:38 +0000 2021, -80.846785, 35.209059, She joking y’all 
Jeff_IAmThatIAm, Fri Jan 29 20:44:38 +0000 2021, -90.158017, 32.230987, @BigDaddyXXI Same, I don’t have one. I just watch it and get the job done. 
jaydeezay, Fri Jan 29 20:44:38 +0000 2021, -79.857363, 36.090397, @_hristophh @trevahhhNstuff I didn’t but Trevor in a foreign country so he fucked 😂 
Vito_Malacari, Fri Jan 29 20:44:38 +0000 2021, -75.875780, 41.244204, John Chaney was one of those larger than life figures at @TempleUniv. Peoples faces would light up when talking abo… https://t.co/yeNTocCGw4 
bdestun, Fri Jan 29 20:44:39 +0000 2021, -81.248786, 42.948841, @borderonwheels Prayers 
jkkirtley, Fri Jan 29 20:44:39 +0000 2021, -116.399697, 43.612072, @AuschwitzMuseum 💔 
Mikepc1988, Fri Jan 29 20:44:39 +0000 2021, -111.737566, 33.405755, @Daniel_BATS99 Personally I prefer the stock market though... it does not get my car seats bloody once a month 
JAlejandroRamr3, Fri Jan 29 20:44:39 +0000 2021, -106.568008, 31.452274, @syzavel19 Y si de ellos dependiera, regresan a repetirnos la dosis. Ahora que nosotros los mandamos a ellos, allá… https://t.co/TxrzH6DI3m 
jambojon123, Fri Jan 29 20:44:39 +0000 2021, -82.985772, 39.994684, @LCombs44 Thank you 💙💙💙 
_crystalroseee, Fri Jan 29 20:44:39 +0000 2021, -95.446486, 29.838495, @glammedbyvic_ Meeeee 
b_roze, Fri Jan 29 20:44:39 +0000 2021, -90.247824, 38.653771, Spitting image 
pikachuh0e, Fri Jan 29 20:44:39 +0000 2021, -79.272570, 43.629311, $doge is up 📈 
itzelvs, Fri Jan 29 20:44:39 +0000 2021, -87.346982, 20.584530, It’s waaaay more flattering when girls hit on me than guys... why 
Xbubblexprinxe1, Fri Jan 29 20:44:40 +0000 2021, -81.705467, 41.495940, Dm me for prices #onlyfans #kink #kinkonlyfans #kinkygirl #ddlg #bondage #isellnudes #nudegirl #prettyeyes #bighips… https://t.co/G98dD1GiZU 
Dr_JMendivil, Fri Jan 29 20:44:40 +0000 2021, -106.417430, 31.793368, @ehsfalconhoops @JDrugan_K8 Congrats Kendyll!!! 
MJ24Slayer, Fri Jan 29 20:44:40 +0000 2021, -84.151150, 33.442425, If women wanna brag about how easy it is to get money from simps they can do it to they hearts content but imma lau… https://t.co/urZG1a6oh6 
heyambeee, Fri Jan 29 20:44:40 +0000 2021, -84.266174, 30.476216, @antjams If she’s honest about it does it still make her inauthentic? 
AlexiosHamilton, Fri Jan 29 20:44:40 +0000 2021, -122.435979, 37.770657, no one has ever said something this beautiful to me, ever ... 
NickYoung665, Fri Jan 29 20:44:40 +0000 2021, -80.181835, 38.920142, @elonmusk $NOK $SLV 
vidadeadii, Fri Jan 29 20:44:40 +0000 2021, -95.539852, 30.181252, Alv 
Horaciogs2, Fri Jan 29 20:44:40 +0000 2021, -98.308599, 19.022994, Que bien se siente recibir laudos absolutorios cuando se representa al patrón, este mes van 2.             Feliz fin de semana para tod@s! 
Andy82_Tweets, Fri Jan 29 20:44:40 +0000 2021, -90.306506, 38.658480, why isn’t a foot fetish called a foot feetish 🤔 #showerthots 
mikespace16, Fri Jan 29 20:44:40 +0000 2021, -75.770041, 42.746617, @mtgreenee @CoriBush Good 
leitihsu, Fri Jan 29 20:44:41 +0000 2021, -118.068689, 33.866965, Love @curiouselixirs 🍹 
paul_cipriano2, Fri Jan 29 20:44:41 +0000 2021, -75.117998, 40.004866, I’m very sad to hear about John Chaney’s passing. He gave a damn about his kids. Integrity. Gonna miss him. #RIP 
M_jopink, Fri Jan 29 20:44:41 +0000 2021, -80.127848, 40.689780, @CoriBush Grow up... all of you. 
Znipey, Fri Jan 29 20:44:41 +0000 2021, -94.525551, 38.875934, I think being a douche bag isn’t cool. Whatever type of douche bag you’re portraying, it’s not cool. Just don’t be a douche bag. 
LarColo, Fri Jan 29 20:44:41 +0000 2021, -104.735476, 40.414496, @RepDLamborn @HouseGOP What about your fight to protect folks from getting COVID?  Over 400,000 Americans have died… https://t.co/BQfe4oJGve 
JoshuaOwen, Fri Jan 29 20:44:41 +0000 2021, -86.142922, 39.779562, @spicykezzinnugg I think it’s a filter? 
DesertsFinest_, Fri Jan 29 20:44:41 +0000 2021, -116.516513, 33.954588, A stoners love language 
TeslaOwnersEBay, Fri Jan 29 20:44:41 +0000 2021, -122.228685, 37.791994, @elonmusk Updates on test flights? 
naominicole__, Fri Jan 29 20:44:41 +0000 2021, -73.781306, 40.934811, hip hop saved my life is a really tough song and i’m late as shit 😔✋🏼 
TheSgtCash, Fri Jan 29 20:44:41 +0000 2021, -74.102854, 41.468079, @StuBennett #welcomeaboard https://t.co/858SYNM8Tf 
FitNik85, Fri Jan 29 20:44:41 +0000 2021, -82.511786, 28.059103, @yourdriver Thank you! How have you been? 
JaySeaver, Fri Jan 29 20:44:41 +0000 2021, -71.103722, 42.395403, I feel like I should have had better material about starting with a coda, but I'm trying to give my playing job som… https://t.co/kHYLq7u6kj 
abbyrrrr, Fri Jan 29 20:44:41 +0000 2021, -97.302830, 32.520998, Sold a little sad plant last week and bought a 3-plant plant stand today. Guess that means I need to buy new ones now! 
Elenita_reyesS, Fri Jan 29 20:44:41 +0000 2021, -99.017017, 19.432722, Que a si sea 
Solice, Fri Jan 29 20:44:41 +0000 2021, -122.330602, 47.614817, @Ninjaharlot @Delafina777 @Batgirl https://t.co/HKbiDzcvqK 
onmyblimp, Fri Jan 29 20:44:41 +0000 2021, -97.754724, 30.323346, @macefaaace Ooooooh tuck daddy with the hairy toes 😍 hahahaha @I_GiveNoTucks 
_JMac_94, Fri Jan 29 20:44:41 +0000 2021, -89.922029, 35.133521, @EdibleChoc 😂😂😂 
Ryanopulos, Fri Jan 29 20:44:41 +0000 2021, -77.493170, 37.529883, @vladtenev idiot 
0Spank, Fri Jan 29 20:44:41 +0000 2021, -118.346138, 33.914068, Dumb bitch 
KearnyCanela, Fri Jan 29 20:44:42 +0000 2021, -104.922093, 39.713563, It could be worst, I could be dead 
mo_fastlanes, Fri Jan 29 20:44:42 +0000 2021, -80.846785, 35.209059, @thewillcotton Mute haveta 6! 
URFAVBADDIIE, Fri Jan 29 20:44:42 +0000 2021, -80.285189, 26.078170, Kick da door down 
LinoTheMidget, Fri Jan 29 20:44:42 +0000 2021, -106.417430, 31.793368, Just got a good call and guess who’s going to have to shave 😭💔 
Devan_narcisse, Fri Jan 29 20:44:41 +0000 2021, -91.967439, 30.108578, $devannarcisse https://t.co/a25dv1E8Du 
JavierRomualdo, Fri Jan 29 20:44:42 +0000 2021, -118.411907, 34.020789, Un traductor para Selena Gómez, please. 
KSJDMtv, Fri Jan 29 20:44:42 +0000 2021, -79.272570, 43.629311, @elonmusk $AMC PLEASE 
CarolCak3s, Fri Jan 29 20:44:42 +0000 2021, -120.863503, 37.762495, This is always my biggest fear driving on any portion of HWY 1. 
NitsujyN, Fri Jan 29 20:44:42 +0000 2021, -117.104989, 32.810012, @thealexvanness Nice I’m excited I got in early to the moon 🌙 🚀 😊 
FDubHoops, Fri Jan 29 20:44:42 +0000 2021, -122.334461, 47.307568, RIP to a legend and a pioneer! Thank you for all you have done for this game, you will be missed! 🙏🏽 for him and hi… https://t.co/hjeW9XdJwC 
sylvias47846459, Fri Jan 29 20:44:42 +0000 2021, -114.310609, 34.491053, Look out be safe 
JenniferKayMo, Fri Jan 29 20:44:42 +0000 2021, -122.630908, 45.536402, @lisalisalislis OKAY imma look into that! Ty 🤗 
_Fresh_Er, Fri Jan 29 20:44:42 +0000 2021, -117.196526, 33.566980, @breezyxhunna 😂😂🤣🤣 
Jeyyya, Fri Jan 29 20:44:42 +0000 2021, -117.173571, 34.052874, Im learning to love &amp; let go 🙏🏾 
CeeHawk, Fri Jan 29 20:44:43 +0000 2021, -97.672732, 30.519340, @ElEpicoRu 😂😂😂😂 
ImLost73, Fri Jan 29 20:44:43 +0000 2021, -74.291378, 40.678143, @Dolce64671872 Hai voglia lo riconosco! Abita sull’isola che porta il mio nome 🥳 
apawlh, Fri Jan 29 20:44:43 +0000 2021, -71.026774, 42.084567, @B52Malmet @angry_gram Nope. This is not the first time she engaged in this type of behavior. 
djharvey64, Fri Jan 29 20:44:43 +0000 2021, -75.256341, 41.574184, Hey @kjrevia guess who loves boardgames? https://t.co/r5PgWo0pej 
jusscallmi_kiki, Fri Jan 29 20:44:43 +0000 2021, -76.507809, 37.090301, @YoungCrazy110 I just said this to my co worker 
CoachCarlton, Fri Jan 29 20:44:43 +0000 2021, -84.433106, 33.767195, 🔥🔥🆙 for @CoachCamAiken Great dude &amp; Great Ball Coach!Can’t tell you how happy I am for you brother‼️… https://t.co/91B4ZnzRvf 
SSHobbs, Fri Jan 29 20:44:43 +0000 2021, -75.386460, 39.145024, @ABC https://t.co/9mdhdoWcz8 
its_for_sale, Fri Jan 29 20:44:43 +0000 2021, -80.133500, 25.813800, I swear if it was not for instagram as my way of venting I would be under a shot load of #realtor violations😆 @ Mia… https://t.co/zJDcM4LlPm 
HoffmanEquip, Fri Jan 29 20:44:43 +0000 2021, -74.466483, 40.551770, For more Bergmann Americas equipment💻 Visit https://t.co/S3uct3WWEF#bergmann #hoffmanequipment… https://t.co/3yTIUezlHG 
_ajayeeee_, Fri Jan 29 20:44:44 +0000 2021, -91.447930, 30.702115, Specially when my part come on “ya BD gone &amp; you take care of ya lil one” then you on girl so so on girl 😂💃🏽 
Devan_narcisse, Fri Jan 29 20:44:44 +0000 2021, -91.967439, 30.108578, $devannarcisse 
geolocationms, Fri Jan 29 20:44:44 +0000 2021, -123.036005, 44.057538, New landmark created! Discover interesting places around: https://t.co/G6ukvDIuPx https://t.co/fxupWUU010 
travis06259178, Fri Jan 29 20:44:44 +0000 2021, -86.936483, 40.384717, @stirednotshakn 🤣🤣🤣GTFOH!! 
tmj_tpa_art, Fri Jan 29 20:44:44 +0000 2021, -82.761682, 27.904681, Dollar Tree is looking for teammates like you. See our latest #Art job openings, including "Merchandise Assistant M… https://t.co/GRUnDVTzch 
geolocationms, Fri Jan 29 20:44:44 +0000 2021, -123.036005, 44.057538, Discover hotels around Springfield, United States from 35 USD per night: https://t.co/UL2dEiIRAD https://t.co/bEkfxisSG8 
DannyK_8, Fri Jan 29 20:44:44 +0000 2021, -83.804475, 27.698682, When the market closes today Doge will continue to rise 
Fury7v7, Fri Jan 29 20:44:45 +0000 2021, -95.446486, 29.838495, @jakelangi 
Cheli_Smith, Fri Jan 29 20:44:45 +0000 2021, -73.968542, 40.780709, #fridayfeelingsAll these amazing feelings inside of me https://t.co/Rw1lEEY1pp 
research_prose, Fri Jan 29 20:44:45 +0000 2021, -79.420865, 38.003376, @FPWellman Reagan was not a saint- he stirred division and distrust in his own soft ways back then.. even his own b… https://t.co/C8TfL9lbUD 
BruceAtkinson19, Fri Jan 29 20:44:45 +0000 2021, -114.465155, 42.561255, https://t.co/JJdj8KzUZB 
elysian_gomez, Fri Jan 29 20:44:45 +0000 2021, -98.129245, 26.310295, @notkaruh why weren’t you in English? 
R1ckterScale, Fri Jan 29 20:44:45 +0000 2021, -86.791549, 36.200008, HIT THE MUSIC!! Rice +4.5 1H 💰💰💰 https://t.co/5WEQnL22eQ 
tmj_MD_finance, Fri Jan 29 20:44:45 +0000 2021, -77.094709, 38.984652, Want to land a job like "Senior Financial Analyst, Retail Asset Management" at JBG SMITH? Applicant tracking system… https://t.co/uRmxzo5zWR 
_LosMan_, Fri Jan 29 20:44:45 +0000 2021, -82.331272, 28.299370, We’re fans burning jerseys before LeBron left Cleveland the first time? Serious question 
iPlayTheOne, Fri Jan 29 20:44:45 +0000 2021, -84.156379, 33.738038, Pops used to always say God ain’t Santa Claus 
QuarkSpin, Fri Jan 29 20:44:45 +0000 2021, -86.779611, 33.298028, @marsroverdriver @roufamatic Awwww! 
mynamehereme, Fri Jan 29 20:44:45 +0000 2021, -118.411907, 34.020789, Grimes is your mom 
texteacher, Fri Jan 29 20:44:45 +0000 2021, -98.618301, 29.494195, We appreciate our custodians so much! https://t.co/MxypwXuy3G 
kenrique1, Fri Jan 29 20:44:45 +0000 2021, -97.754724, 30.323346, @LeoCorona18 @Kill_Gio @SexiiMexii14 She going to hit us with that “Yaaaaa’ll aaarrreeee annnooooyyyying” 
lobizimo, Fri Jan 29 20:44:46 +0000 2021, -100.955511, 22.311120, @Vilchis7 @TheRevenantSack @Pukkov Es correcto, son puños ese par de aretes 
NoontimeSports, Fri Jan 29 20:44:45 +0000 2021, -71.103722, 42.395403, Hey 👋 @NoontimeSports fans and friends ...Who’s ready for @Sports_Palooza? Um 😶... we are 🙌… https://t.co/mf4vs6cNiQ 
NYC_SHOWTiiME, Fri Jan 29 20:44:46 +0000 2021, -76.535528, 36.810017, @MarkB_LifeStyle Lmao Just Neck I Can Accept But Anything Else The Island Pass Revoked 😂 
TroopzAFC, Fri Jan 29 20:44:46 +0000 2021, -73.968542, 40.780709, BACK AGAIN W/TROOPZ FEAT ZAH | ARTETA VS OLE | TOTTENHAM FALLING APART 🤣 | PREMIER LEAGUE PREVIEWS...https://t.co/gkcuH0PcUi via @YouTube 
Jobsatclark, Fri Jan 29 20:44:46 +0000 2021, -122.650810, 45.657175, Clark College is hiring! Click to apply: Part-time English Instructors - Education #PDX #VancouverWA https://t.co/9YeWqlogCV 
Strestaino, Fri Jan 29 20:44:46 +0000 2021, -73.933870, 41.633449, @BetoORourke @MsCharleyS I think maybe it’s time for Beto to run Texas. 
AKLionMusic, Fri Jan 29 20:44:46 +0000 2021, -79.420865, 38.003376, @its_lupa Awww! 
PeterFlorio14, Fri Jan 29 20:44:46 +0000 2021, -84.426804, 46.532680, @theTonyFerrari Nice! I was JUST about to make my first Manscaped order! 
CoachAtkins_M, Fri Jan 29 20:44:46 +0000 2021, -80.360142, 33.848596, @coach_wilson10 follow back coach? 
Tandy07462109, Fri Jan 29 20:44:46 +0000 2021, -94.732598, 31.332493, @bis_de112 @blindgolfchaz @seanhannity President had to backtrack every time Fauci changed his mind! 
BeeBossy, Fri Jan 29 20:44:46 +0000 2021, -73.831187, 40.670879, @nypost There's no real way to know how many died from an actual confirmed covid diagnosis with regards to NH resid… https://t.co/EMb4liVFt6 
ultabeautyjobs, Fri Jan 29 20:44:46 +0000 2021, -75.565134, 38.416658, At Ulta Beauty, you’ll have opportunities to follow your interests and passions, with full support from senior lead… https://t.co/WPAlrFuyTN 
EChairin, Fri Jan 29 20:44:46 +0000 2021, -98.426109, 18.503549, @PenaNederJI @ChairoMexicano Defina nota🤔 
SWTrain99, Fri Jan 29 20:44:46 +0000 2021, -93.207534, 45.105267, @SparkyGSO @Michiac1229 @RolandLatimer @AmandaCacheris @MaBellMatt I’ll let him know. Thanks @SparkyGSO ! 
CelticVixxen, Fri Jan 29 20:44:46 +0000 2021, -94.826150, 30.914549, I'm at Moscow, TX in TX https://t.co/6IHjzSmo3Q 
tinabaylocq, Fri Jan 29 20:44:46 +0000 2021, -122.315421, 37.552481, We need an updated version of “Cherry Bomb” to celebrate our fabulous new @PressSec            PPPPPPPP… https://t.co/rYlxiz1tyj 
lapristeee, Fri Jan 29 20:44:46 +0000 2021, -81.516751, 41.080877, My fuckin head is poundingggggg😣 
JasmyneChantel, Fri Jan 29 20:44:46 +0000 2021, -84.433106, 33.767195, AHAHAHHAHAHA!!!!! That patois almost made me choke on my spit 😂😂😂😂😂 
BTatmedia, Fri Jan 29 20:44:46 +0000 2021, -77.014398, 38.898603, Bringing In The Day with the JIC, Indacarseat DatGuY Terry DWAYNE ASHFORD StreetNOW News https://t.co/3PtWT9Uipq 
olgamyself415, Fri Jan 29 20:44:47 +0000 2021, -122.435979, 37.770657, Oscar Grant . Young man has been seen on New Year video , perfectly innocent ,happily joking around , well behaved,… https://t.co/7UzfjitQBp 
TorleshaBoo, Fri Jan 29 20:44:47 +0000 2021, -97.552161, 35.482844, I need to do something tonight 
andrewkentt, Fri Jan 29 20:44:47 +0000 2021, -80.428864, 37.229291, @stori_stromboli YESSSS 💛 
JaeBreezyWins, Fri Jan 29 20:44:47 +0000 2021, -97.285913, 32.779967, 🤣 
pityvoted, Fri Jan 29 20:44:47 +0000 2021, -100.076888, 31.168893, @galexifox Ask Jacob 
MarinaGines3, Fri Jan 29 20:44:47 +0000 2021, -99.233657, 19.656289, #EconomiaFamiliarEdomex apoyemos la economia 
HeyJohnEMac, Fri Jan 29 20:44:47 +0000 2021, -71.391145, 42.870960, @OMFonWEEI @LouMerloni @GlennDOrdway @christianfauria @WEEI Is that the best we can do? How about Stafford or even Gardner Minshew 
_vstk, Fri Jan 29 20:44:47 +0000 2021, -81.705467, 41.495940, this bitch on a roll😂😂😂 
NicoleJ08386319, Fri Jan 29 20:44:47 +0000 2021, -83.179169, 42.246208, 🤣😂🔥Alexis Messy💥💛#GH 
LisaD1903, Fri Jan 29 20:44:47 +0000 2021, -80.121529, 26.840806, @LeslieStreeter Love it! 
mama_rica, Fri Jan 29 20:44:47 +0000 2021, -72.247479, 42.261811, https://t.co/wBwAdUU7O5 
ElliotTurn, Fri Jan 29 20:44:47 +0000 2021, -73.554097, 41.098334, @nosunkcosts Nah you just say it could compound at low double digits and no one will care bc there's no yolo angle. 
Djarumw97, Fri Jan 29 20:44:47 +0000 2021, -97.754724, 30.323346, 📡📡📡📡📣📣📣📣📢📢📢 https://t.co/fpNEoawRD6 
manuelsantoyo97, Fri Jan 29 20:44:47 +0000 2021, -120.318829, 37.289189, 😘😘 
JErickson85, Fri Jan 29 20:44:47 +0000 2021, -118.369645, 34.087010, @RepJimmyGomez @RepMTG @RepPressley @RepStricklandWA @RepJohnLarson @RepBowman @RepRashida @RepRubenGallego @RepAOC… https://t.co/HYLSDntFsu 
HollyM686, Fri Jan 29 20:44:47 +0000 2021, -75.483936, 40.591825, Fresh @hollymadison Tick Tock right off the presses! Get it while it's hot! https://t.co/KC1rjeMZ7G 
DaleTabian, Fri Jan 29 20:44:48 +0000 2021, -87.308727, 30.462642, Dawg‼️🖤 
Markantthony, Fri Jan 29 20:44:48 +0000 2021, -95.446486, 29.838495, @BigHomieEggs Something cause it sound all the same bro. And he don’t be talking bout shit 
1CvtThroatJD, Fri Jan 29 20:44:48 +0000 2021, -83.173867, 32.678207, If u show loyalty, I can’t leave u out 
JacksonSull3, Fri Jan 29 20:44:48 +0000 2021, -78.871284, 38.438306, @DougHBurkhart1 Leo 
metro_man, Fri Jan 29 20:44:48 +0000 2021, -76.853724, 38.961552, @itsJayLa You damn right about that! 
betty_rojas91, Fri Jan 29 20:44:48 +0000 2021, -87.732013, 41.833585, so apparently my moms in florida and she didn’t tell me? girl we’re in the middle of a panini wtf 
DreaVegas, Fri Jan 29 20:44:48 +0000 2021, -115.223125, 36.232915, That’s me in boy mom land 🥴 everything is farts and other bodily functions 😩😩 
alyaly89770924, Fri Jan 29 20:44:49 +0000 2021, -79.272570, 43.629311, هؤلاء هم قاده مصر فعلا 
LUTHEARTISTE, Fri Jan 29 20:44:49 +0000 2021, -73.948775, 40.655138, tell me you want me without saying you want me 🙃 
hahnster3, Fri Jan 29 20:44:49 +0000 2021, -122.330602, 47.614817, @newtgingrich Trump did not get a fair shake from many In this country from the beginning but instead of making the… https://t.co/Bmyi3reIpy 
JujuYPC, Fri Jan 29 20:44:49 +0000 2021, -88.161555, 30.683649, @overtime https://t.co/EDbFHQDobN 
Winbabywin000, Fri Jan 29 20:44:49 +0000 2021, -84.433106, 33.767195, Lie. Lie. Lie. 
aps_jschmidt, Fri Jan 29 20:44:49 +0000 2021, -81.516751, 41.080877, Friday Updates from Betty Jane!Have a great weekend! @Jenlu90129616 @mary_outley @EllenMcW @akronschools.… https://t.co/D6EzWGYiSA 
RebelSpeducator, Fri Jan 29 20:44:49 +0000 2021, -77.205056, 38.733325, @lance_fogan @epilepsyaction @Spratterz @Nickdevries19 @epilepsyqld @SudepAction @TENofficial @SimonPrivett… https://t.co/mzqT03U05h 
madelynshearon_, Fri Jan 29 20:44:49 +0000 2021, -121.238088, 37.816454, 👼🏼 https://t.co/LbBsreNPVF 
khalill223, Fri Jan 29 20:44:49 +0000 2021, -84.475291, 33.657586, @jawnlinen Sup. 
brispinelli, Fri Jan 29 20:44:49 +0000 2021, -73.733300, 45.600000, Just posted a photo @ Laval, Quebec https://t.co/B2adPS7gI8 
_TopFlightBoog, Fri Jan 29 20:44:49 +0000 2021, -97.751876, 30.456955, finesse out the Gang need a grammy.. 
cris_schmitt_, Fri Jan 29 20:44:49 +0000 2021, -122.232934, 37.497293, 6 months to my birthday 💖 
kdubbs222, Fri Jan 29 20:44:49 +0000 2021, -82.672903, 27.795720, I love headphone karaoke! #DGL #LOD https://t.co/sq9plfZViT 
DrRonEvans1, Fri Jan 29 20:44:49 +0000 2021, -92.026353, 34.982698, @WomensLibFront You are either male or female, period. Your DNA decides that fact. It doesn't matter what you prete… https://t.co/or09HObBGH 
cas16574, Fri Jan 29 20:44:49 +0000 2021, -98.953457, 18.827419, @GlodeJo07 El nuevo chayote le dicen 
MattfromKC, Fri Jan 29 20:44:49 +0000 2021, -94.559281, 39.100048, @blueyedgirl710 Facts only. You know it 
TaeLamont1, Fri Jan 29 20:44:50 +0000 2021, -79.861034, 35.170499, Wishful thinking 🤔 
NFTong, Fri Jan 29 20:44:50 +0000 2021, -77.351723, 38.863276, @shaindelr @PAWSPendletonOR The black one, that is. 
FlakoTaco, Fri Jan 29 20:44:50 +0000 2021, -95.446486, 29.838495, Neverland 
5so_ICY_KB5, Fri Jan 29 20:44:50 +0000 2021, -91.013039, 30.358721, @dobetterphil 😂😂 
whompinbobula, Fri Jan 29 20:44:50 +0000 2021, -117.104989, 32.810012, Was it all just a dream? Or did I play this game? https://t.co/u6x0RqDVl0 
Coopiebaby, Fri Jan 29 20:44:50 +0000 2021, -83.173867, 32.678207, @CoriBush Shudda whipped her arse on that hallway. Enough is enough! 
_DaijahLashae, Fri Jan 29 20:44:50 +0000 2021, -84.266174, 30.476216, Besttt flatirons?👀 
DarthSaDo, Fri Jan 29 20:44:50 +0000 2021, -70.761440, 42.239291, #goodday I  am  going stay here on Tatooine. @ Tatooine https://t.co/V3Ydv8hYOf 
G_Gorney, Fri Jan 29 20:44:50 +0000 2021, -80.149173, 26.150368, Me, a human, out here being a Greg, getting shade thrown at me for no reason... 
bryangerarrdo, Fri Jan 29 20:44:50 +0000 2021, -117.480990, 33.994912, https://t.co/l6vuA2E9Qu 
MichaelAlosco, Fri Jan 29 20:44:50 +0000 2021, -117.022695, 38.502147, @HeyTammyBruce Socialist playbook it’s always someone else’s fault 
RealRdub, Fri Jan 29 20:44:50 +0000 2021, -86.142922, 39.779562, First major snowstorm hitting Saturday evening through Sunday. We're pushing snow alllllllllll night. 
SepiaRookieCup, Fri Jan 29 20:44:50 +0000 2021, -76.032332, 36.733360, @OrFldMarshall People are so gullible on this app. 🤣 (This tweet sponsored by @FemiClear and @Tampax.) 
sxmplychxse, Fri Jan 29 20:44:51 +0000 2021, -83.369718, 42.311306, WE ARE LIVE🚨 come catch a vibe https://t.co/IQ5cIN8MLx https://t.co/3SpdWW78lH 
bitchlesseboy, Fri Jan 29 20:44:51 +0000 2021, -104.922093, 39.713563, @ongnitro @ZitoFN_ v 
ohhhyesjessssss, Fri Jan 29 20:44:51 +0000 2021, -118.063704, 33.928933, the rain 🥰 
delaneyaadams, Fri Jan 29 20:44:51 +0000 2021, -80.846785, 35.209059, @The_Murfler Reasons teachers are saints 
herrosophie, Fri Jan 29 20:44:51 +0000 2021, -122.435979, 37.770657, Rest In Peace to the man that gave me the best gift of my life (my dog Lizzie) made the best tiramisu ❤️ you will n… https://t.co/Y9pXGapdse 
SpoonfulDisney, Fri Jan 29 20:44:51 +0000 2021, -81.529538, 28.710746, arguably the screen might have been the better choice 
Nicobore17, Fri Jan 29 20:44:51 +0000 2021, -122.755969, 49.251452, @Castro1021 KDB better though... https://t.co/t503G0C3hq 
zaiadore, Fri Jan 29 20:44:51 +0000 2021, -118.411907, 34.020789, Bae was mad this morning cause Im leaving.. like his ass not gon be back n Dc on sunday!🤣bitch get on my nerves 
ThatsMy_Deejay, Fri Jan 29 20:44:51 +0000 2021, -118.411907, 34.020789, @Mr_lenobaby My dog!! Appreciate it 
merrick_haston, Fri Jan 29 20:44:51 +0000 2021, -83.173867, 32.678207, @Caliphaa202 He can, the reason he doesn’t have one is because he has been busy trying to win the Superbowl. He isn… https://t.co/oECcrWtCtJ 
BjwalkinRIVERS, Fri Jan 29 20:44:52 +0000 2021, -96.621634, 32.907642, I think I want a floating tv stand 
celezzztee, Fri Jan 29 20:44:52 +0000 2021, -122.435979, 37.770657, i finally treated my blind ass to some new glasses 
GracieBrush, Fri Jan 29 20:44:52 +0000 2021, -98.716992, 35.309047, ahhhh remember back in the day when the US uproar was about footballs 😪 those were the days. 
Sandralowen1, Fri Jan 29 20:44:52 +0000 2021, -81.131148, 33.950705, @HorseRaceSite One if my all time favorites. She took social distancing seriously!! 
mattsunday, Fri Jan 29 20:44:52 +0000 2021, -80.182822, 40.270158, @joeybagovdonuts 😒 
tealtimeB, Fri Jan 29 20:44:52 +0000 2021, -83.804475, 27.698682, Will she be the distraction tomorrow as well? Or... 
kamrodriguezz, Fri Jan 29 20:44:52 +0000 2021, -75.770041, 42.746617, You’re lucky if I consider you a friend lmao 
SoyPatylu, Fri Jan 29 20:44:52 +0000 2021, -99.153366, 19.432836, NooooChester !!! 
nickpolowy, Fri Jan 29 20:44:52 +0000 2021, -118.411907, 34.020789, Bottom-watering a plant? Yeah in college we called it butt-chugging and I’ve had soil problems ever since. 
JunoSawayama, Fri Jan 29 20:44:52 +0000 2021, -73.849441, 40.850347, Now I’m sad again 
CrazyCryptoMOM, Fri Jan 29 20:44:53 +0000 2021, -118.447840, 33.975245, @brian_armstrong Thank you 
